Type,Price,Location,Bath,Area,Purpose,Bedrooms,Added,Precinct ,Main Features,,,
House,PKR2.25 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,2 weeks ago,Precinct 10-A,Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Kitchens: 1Store Rooms: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,,,
,,,,,,,,,,,,
House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",4,235 Sq. Yd.,For Sale,3,2 weeks ago,Precinct 31,"Main FeaturesBuilt in year: 2022Parking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedrooms: 3Bathrooms: 4Servant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",,,
,,,,,,,,,,,,
Flat,PKR79 Lakh,"Bahria Town Karachi, Karachi, Sindh",3,106 Sq. Yd.,For Sale,2,2 weeks ago,Precinct 19,"Main FeaturesBuilt in year: 2022Parking SpacesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorFloors in BuildingElevatorsService Elevators in BuildingOther Main FeaturesFurnishedRoomsBedrooms: 2Bathrooms: 3Servant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingConference Room in BuildingIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledPet PolicyOther Facilities",,,
,,,,,,,,,,,,
House,PKR1.85 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,11 hours ago,Precinct 11-B,Main FeaturesParking Spaces: 1FlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Study RoomLounge or Sitting RoomCommunity FeaturesKids Play AreaNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,,,
,,,,,,,,,,,,
Flat,PKR85.9 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,95 Sq. Yd.,For Sale,2,11 hours ago,Not Found,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 1Bathrooms: 1Kitchens: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Pet Policy",,,
,,,,,,,,,,,,
Flat,PKR80 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,11 hours ago,Not Found,RoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
Flat,PKR77 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,11 hours ago,Not Found,RoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
Flat,PKR75 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,11 hours ago,Not Found,RoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,11 hours ago,Precinct 31,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2Lounge or Sitting Room,,,
,,,,,,,,,,,,
House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,11 hours ago,Precinct 11-B,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,11 hours ago,Precinct 12,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
Flat,PKR1.9 Crore,"Bahria Town Karachi, Karachi, Sindh",1,244 Sq. Yd.,For Sale,3,2 weeks ago,Precinct 19,"RoomsBedrooms: 3Bathrooms: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",,,
,,,,,,,,,,,,
Flat,PKR65 Lakh,"Bahria Town Karachi, Karachi, Sindh",1,122 Sq. Yd.,For Sale,2,2 weeks ago,Not Found,"RoomsBedrooms: 2Bathrooms: 1Drawing RoomDining RoomKitchens: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",,,
,,,,,,,,,,,,
House,PKR2.4 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,2 weeks ago,Precinct 35,"RoomsBedrooms: 4Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room Store Rooms: 1Business and CommunicationBroadband Internet AccessIntercomNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",,,
,,,,,,,,,,,,
House,PKR4.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,500 Sq. Yd.,For Sale,5,2 weeks ago,Precinct 50,"RoomsBedrooms: 5Bathrooms: 3Servant Quarters: 1Business and CommunicationBroadband Internet AccessIntercomNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",,,
,,,,,,,,,,,,
House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",2,152 Sq. Yd.,For Sale,3,2 weeks ago,Precinct 11-B,"RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessIntercomNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",,,
,,,,,,,,,,,,
Flat,PKR1.41 Crore,"Bahria Town Karachi, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,2 weeks ago,Not Found,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Kitchens: 1Study RoomStore Rooms: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Pet Policy",,,
,,,,,,,,,,,,
Flat,PKR62.25 Lakh,"Bahria Town Karachi, Karachi, Sindh",1,69 Sq. Yd.,For Sale,1,2 weeks ago,Not Found,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 1Bathrooms: 1Kitchens: 1Study RoomStore Rooms: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Pet Policy",,,
,,,,,,,,,,,,
House,PKR1.65 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,3 weeks ago,Precinct 11-B,"Main FeaturesBuilt in year: 2022Parking Spaces: 2Double Glazed WindowsFlooringWaste DisposalRoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Store Rooms: 1Steam RoomLounge or Sitting RoomLaundry RoomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Other Facilities
Maintenance StaffSecurity Staff",,,
,,,,,,,,,,,,
Flat,PKR62.25 Lakh,"Bahria Town Karachi, Karachi, Sindh",1,69 Sq. Yd.,For Sale,1,3 weeks ago,Not Found,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 1Bathrooms: 1Kitchens: 1Study RoomStore Rooms: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Pet Policy",,,
,,,,,,,,,,,,
Flat,PKR62.25 Lakh,"Bahria Town Karachi, Karachi, Sindh",1,69 Sq. Yd.,For Sale,1,3 weeks ago,Not Found,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 1Bathrooms: 1Kitchens: 1Study RoomStore Rooms: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Pet Policy",,,
,,,,,,,,,,,,
Flat,PKR62.25 Lakh,"Bahria Town Karachi, Karachi, Sindh",1,69 Sq. Yd.,For Sale,1,3 weeks ago,Not Found,"Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 1Bathrooms: 1Kitchens: 1Study RoomStore Rooms: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Pet Policy",,,
,,,,,,,,,,,,
Flat,PKR2.2 Crore,"Bahria Town Karachi, Karachi, Sindh",3,250 Sq. Yd.,For Sale,3,3 weeks ago,Not Found,"Main FeaturesFlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsNearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffPet Policy",,,
,,,,,,,,,,,,
House,PKR1.55 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,2 weeks ago,Precinct 11-B,"Main FeaturesFlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",,,
,,,,,,,,,,,,
House,PKR2.08 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,2 weeks ago,Precinct 35,"Main FeaturesFlooringElectricity BackupRoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomKitchens: 1Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",,,
,,,,,,,,,,,,
Flat,PKR90 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,2 weeks ago,Not Found,RoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
Flat,PKR85 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,2 weeks ago,Not Found,RoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
House,PKR2.3 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,2 weeks ago,Sports City,RoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomKitchens: 2,,,
,,,,,,,,,,,,
Flat,PKR82 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,11 hours ago,Not Found,RoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,11 hours ago,Precinct 11-A,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 1Lounge or Sitting Room,,,
,,,,,,,,,,,,
House,PKR4.25 Crore,"Bahria Town Karachi, Karachi, Sindh",4,272 Sq. Yd.,For Sale,4,17 hours ago,"Precinct 1,",Main FeaturesParking Spaces: 1Double Glazed WindowsFlooringElectricity BackupOther Main FeaturesRoomsDrawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room GymLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,,,
,,,,,,,,,,,,
House,PKR4.25 Crore,"Bahria Town Karachi, Karachi, Sindh",4,272 Sq. Yd.,For Sale,4,17 hours ago,"Precinct 1,",Main FeaturesParking Spaces: 1Double Glazed WindowsFlooringElectricity BackupOther Main FeaturesRoomsDrawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room GymLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,,,
,,,,,,,,,,,,
House,PKR4.25 Crore,"Bahria Town Karachi, Karachi, Sindh",4,272 Sq. Yd.,For Sale,4,17 hours ago,"Precinct 1,",Main FeaturesParking Spaces: 1Double Glazed WindowsFlooringElectricity BackupOther Main FeaturesRoomsDrawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room GymLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,,,
,,,,,,,,,,,,
House,PKR4.25 Crore,"Bahria Town Karachi, Karachi, Sindh",4,272 Sq. Yd.,For Sale,4,17 hours ago,"Precinct 1,",Main FeaturesParking Spaces: 1Double Glazed WindowsFlooringElectricity BackupOther Main FeaturesRoomsDrawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room GymLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,,,
,,,,,,,,,,,,
House,PKR4.25 Crore,"Bahria Town Karachi, Karachi, Sindh",4,272 Sq. Yd.,For Sale,4,17 hours ago,"Precinct 1,",Main FeaturesParking Spaces: 1Double Glazed WindowsFlooringElectricity BackupOther Main FeaturesRoomsDrawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room GymLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,,,
,,,,,,,,,,,,
House,PKR4.25 Crore,"Bahria Town Karachi, Karachi, Sindh",4,272 Sq. Yd.,For Sale,4,17 hours ago,"Precinct 1,",Main FeaturesParking Spaces: 1Double Glazed WindowsFlooringElectricity BackupOther Main FeaturesRoomsDrawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room GymLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,,,
,,,,,,,,,,,,
House,PKR4.35 Crore,"Bahria Town Karachi, Karachi, Sindh",5,250 Sq. Yd.,For Sale,4,3 weeks ago,"Precinct 8,",Main FeaturesFlooringElectricity BackupRoomsBedrooms: 4Bathrooms: 5Servant QuartersDrawing RoomDining RoomKitchensBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercom,,,
