Type,Location,Bath,Purpose,Bedrooms,Added,Precinct ,Main Features,Total Area,Total Price
House,"Bahria Town, Karachi",3,For Sale,3,4 weeks ago,Precinct 31,"Main FeaturesBuilt in yearParking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedroomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Security StaffFacilities for Disabled",235,17500000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 weeks ago,Precinct 27,"Main FeaturesBuilt in yearParking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedroomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Security StaffFacilities for Disabled",235,19000000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 weeks ago,Precinct 11-B,"Main FeaturesBuilt in yearParking SpacesDouble Glazed WindowsCentral Air ConditioningFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedroomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",125,17000000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 weeks ago,Precinct 11-A,Main FeaturesBuilt in yearParking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedroomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,152,18000000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 weeks ago,Precinct 10-A,"Main FeaturesBuilt in yearParking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedroomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalSwimming PoolJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Security StaffFacilities for DisabledOther Facilities",200,19800000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 weeks ago,"Precinct 2,","Main FeaturesBuilt in yearParking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedroomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Security StaffFacilities for Disabled",152,20500000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 weeks ago,"Precinct 2,","Main FeaturesBuilt in yearParking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesRoomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Other Nearby PlacesOther Facilities
Security StaffFacilities for Disabled",200,23500000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,5 days ago,Bahria Town,"RoomsBedrooms: 2Bathrooms: 2Servant Quarters: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity Staff",122,8000000.0
House,"Bahria Town, Karachi",3,For Sale,3,21 hours ago,Bahria Greens,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,75,9500000.0
House,"Bahria Town, Karachi",3,For Sale,3,21 hours ago,Precinct 12,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,125,15000000.0
House,"Bahria Town, Karachi",3,For Sale,3,21 hours ago,Precinct 11-B,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,152,15200000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,22 hours ago,Bahria Town,RoomsBedrooms: 2Bathrooms: 2Kitchens: 1,106,7900000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,22 hours ago,Bahria Town,RoomsBedrooms: 2Bathrooms: 2Kitchens: 1,122,7800000.0
Flat,"Bahria Town, Karachi",1,For Sale,1,22 hours ago,Bahria Town,RoomsBedrooms: 1Bathrooms: 1Kitchens: 1,61,5000000.0
Flat,"Bahria Town, Karachi",1,For Sale,1,22 hours ago,Bahria Town,RoomsBedrooms: 1Bathrooms: 1Kitchens: 1,61,4700000.0
Flat,"Bahria Town, Karachi",1,For Sale,1,22 hours ago,Bahria Town,RoomsBedrooms: 1Bathrooms: 1Kitchens: 1,61,4500000.0
House,"Bahria Town, Karachi",3,For Sale,3,3 days ago,Precinct 10,Main FeaturesBuilt in year: 2014Parking Spaces: 2Double Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloors: 2Other Main FeaturesFurnished,200,20500000.0
House,"Bahria Town, Karachi",4,For Sale,4,1 week ago,"Precinct 2,",Main FeaturesFlooringElectricity BackupRoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomKitchens: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsNearby Public Transport ServiceOther Nearby Places,152,21000000.0
House,"Bahria Town, Karachi",5,For Sale,5,3 weeks ago,Bahria Paradise,"Main FeaturesBuilt in year: 2019Parking Spaces: 3Double Glazed WindowsCentral HeatingFlooringElectricity BackupWaste DisposalFloors: 2FurnishedRoomsBedrooms: 5Bathrooms: 5Servant Quarters: 1Drawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomHealthcare RecreationalLawn or GardenSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled",500,47500000.0
Flat,"Bahria Town, Karachi",3,For Sale,2,3 weeks ago,Precinct 19,"Main FeaturesBuilt in year: 2022Parking SpacesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorFloors in BuildingElevatorsService Elevators in BuildingOther Main FeaturesFurnishedRoomsBedrooms: 2Bathrooms: 3Servant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingConference Room in BuildingIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledPet PolicyOther Facilities",106,7950000.0
House,"Bahria Town, Karachi",3,For Sale,3,22 hours ago,Precinct 11-B,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,152,15000000.0
House,"Bahria Town, Karachi",3,For Sale,3,22 hours ago,Precinct 12,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,125,15000000.0
House,"Bahria Town, Karachi",3,For Sale,3,22 hours ago,Precinct 27,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomKitchens: 2,235,16000000.0
House,"Bahria Town, Karachi",4,For Sale,4,22 hours ago,Sports City,RoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomKitchens: 2,350,21400000.0
House,"Bahria Town, Karachi",3,For Sale,3,22 hours ago,Precinct 31,RoomsBedrooms: 3Bathrooms: 3Dining RoomKitchens: 2,235,15000000.0
House,"Bahria Town, Karachi",4,For Sale,4,23 hours ago,Sports City,Main FeaturesParking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsFurnishedRoomsBedrooms: 4Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomKitchens: 2Powder Room Store Rooms: 1Lounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercom,350,22000000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,23 hours ago,Precinct 19,Main FeaturesParking SpacesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloors in BuildingElevatorsService Elevators in BuildingRoomsBedrooms: 2Bathrooms: 2Kitchens: 1Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingConference Room in BuildingIntercomATM Machines,106,8800000.0
House,"Bahria Town, Karachi",3,For Sale,3,23 hours ago,Precinct 11-A,RoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Store Rooms: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,152,17000000.0
House,"Bahria Town, Karachi",4,For Sale,3,3 weeks ago,Precinct 27,"Main FeaturesBuilt in year: 2022Parking Spaces: 2FlooringElectricity BackupWaste DisposalFloors: 1RoomsBedrooms: 3Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Store Rooms: 1Lounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenFirst Aid or Medical CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity Staff",235,18000000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,3 weeks ago,Bahria Town,"Main FeaturesBuilt in year: 2020Parking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloor: 10Floors in Building: 3ElevatorsRoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchens: 1Laundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning Facility",122,10800000.0
House,"Bahria Town, Karachi",4,For Sale,3,3 weeks ago,Precinct 12,"Main FeaturesBuilt in year: 2022Parking SpacesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorsOther Main FeaturesFurnishedRoomsBedrooms: 3Bathrooms: 4Servant QuartersDrawing RoomDining RoomStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalLawn or GardenSwimming PoolSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for DisabledOther Facilities",125,14700000.0
House,"Bahria Town, Karachi",3,For Sale,3,3 weeks ago,Bahria Greens,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining Room,75,9900000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,3 weeks ago,Bahria Town,RoomsBedrooms: 2Bathrooms: 2,106,9500000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,3 weeks ago,Precinct 19,"Main FeaturesParking SpacesLobby in BuildingFlooringElectricity BackupElevators: 2Service Elevators in BuildingBusiness and CommunicationBroadband Internet AccessNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityFacilities for DisabledPet Policy",106,9500000.0
House,"Bahria Town, Karachi",3,For Sale,3,3 weeks ago,Precinct 27,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining Room,235,16500000.0
House,"Bahria Town, Karachi",4,For Sale,4,3 weeks ago,Sports City,RoomsBedrooms: 4Bathrooms: 4Drawing RoomDining Room,350,22000000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,3 weeks ago,Bahria Town,RoomsBedrooms: 2Bathrooms: 2,122,7800000.0
Flat,"Bahria Town, Karachi",2,For Sale,2,3 weeks ago,Bahria Town,RoomsBedrooms: 2Bathrooms: 2,106,8200000.0
House,"Bahria Town, Karachi",3,For Sale,3,3 weeks ago,Precinct 11-A,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining Room,152,15000000.0
House,"Bahria Town, Karachi",3,For Sale,3,3 weeks ago,Precinct 12,RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining Room,125,15200000.0
House,"Bahria Town, Karachi",4,For Sale,3,3 weeks ago,"Precinct 2,","Main FeaturesParking Spaces: 3Double Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 4Servant QuartersDrawing RoomDining RoomKitchens: 1Study RoomPrayer RoomPowder Room Store RoomsCommunity FeaturesKids Play AreaBarbeque AreaMosqueHealthcare RecreationalLawn or GardenSaunaJacuzziOther Facilities
Maintenance Staff",152,17000000.0
House,"Bahria Town, Karachi",3,For Sale,3,4 weeks ago,Precinct 12,Main FeaturesParking Spaces: 1FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Kitchens: 1Store Rooms: 1Community FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places,125,16500000.0
